ID;SEQ;Question;Title
F139;139;J'ai une mycose qui est diagnostiquée;Mycose diagnostiqué
F140;140;J'ai une perte d’appétit soudaine;Perte d'appétit
F141;141;J'ai une phlébite;Phlébite
F142;142;J'ai une phlébite ou mes jambes sont douloureuses;Jambes douloureuses
F143;143;J'ai une toux grasse ou une toux sèche;Toux sèche ou Toux grasse
F144;144;J'ai une veine bouchée à l'intérieur de l'anus;Veine bouchée à l'anus
F145;145;J'ai une vie sexuelle active avec plusieurs partenaires;Vie sexuelle hyperactif
F146;146;J'ai une vie sexuelle hyperactive;Vie sexuelle hyperactive
F147;147;J'ai utilisé la voiture ou le train;Voiture ou train utilisé
F148;148;J'ai voyagé récemment où j'ai dormi à l'hôtel;Voyage récent/hôtel
F149;149;J'entend des bruits sans présence de source extérieure;Acouphènes
F150;150;J'un antécédent d'ulcère;Antécédents d'ulcère
F151;151;J'utilise beaucoup mes mains à mon travail;Utilisation quotidienne des mains au travail
F152;152;J'utilise beaucoup mes mains au travail (ordinateur, soulever des poids ...);Utilisation fréquente des mains au travail
F153;153;J'utilise des cosmétiques (frisants, défrisants, colorants, etc.);Utilisation de cosmétiques
F154;154;J'utilise des drogues (ou stupéfiants);Drogues/stupéfiants
F155;155;J'utilise des lentilles de contact;Utilisation de lentilles de contact
F156;156;J'utilise des substances excitantes (alcool, tabac, caféine ...);Utilisation de substances excitantes
F157;157;J'utilise souvent un ordinateur;Utilisation d'ordinateur
F158;158;J'utilise un implant contraceptif génital;Contraceptif génital
F159;159;Je bois beaucoup de café;Utilisation importante de caféine
F160;160;Je bois de l'alcool;Consommation d'alcool
F161;161;Je bois de l'alcool ou je fume;Alcool ou tabagisme
F162;162;Je bois des boissons gazeuses;Utilisation de boissons gazeuses
F161;161;Je boite;Boitement
F162;162;Je dors tres peu (moins de 3heures);Manque de sommeil
F163;163;Je fais de l'asthme;Asthme
F164;164;Je fais des siestes pendant la journée;Siestes pendant la journée
F165;165;Je fais du sport de course ou des sauts;Pratique de sport de course ou de sauts
F167;167;Je fais souvent de la natation;Pratique de natation
F168;168;Je fume;Tabagisme
F169;169;Je grince les dents;Grincement des dents
F170;170;Je mange des aliments acides;Consommation d'aliments acides
F171;171;Je mange des aliments acides ou gras;Consommation d'aliments acides ou gra
F172;172;Je mange des aliments salés;Consommation d'aliments salés
F173;173;Je mange des aliments trop salés ou sucrés;Consommation des aliments trop salés ou sucrés
F174;174;Je mange des asperges, des fruits rouges, des betteraves ...;Consommation d'asperges, fruits rouges, betteraves
F175;175;Je mange des fruits;Alimentation riche en fruits
F176;176;Je mange des légumes crucifères (haricots,  brocolis, etc.);Utilisation de légumes crucifères
F177;177;Je mange des noix, des cacahuètes, des fraises, des tomates ...;Consommations de noix, cacahuètes, fraises, tomates ...
F178;178;Je mange en alternance beaucoup ou pas du tout;Hyperphagie ou Perte d'appétit
F179;179;Je mange rapidement;Alimentation rapide
F180;180;Je me gratte beaucoup;Picotements de la région génitale
F181;181;Je me mets souvent en genoux fléchis;Genoux fléchis
F182;182;Je me sens complètement bloqué(e) (tremblements,  déprimé(e) ...);Humeur dépressive et bloquante
F183;183;Je me sens déprimé(e);#Humeur dépressive
F184;184;Je n'arrete pas à parler ou rester sur place assis;Incapacité de se calmer
F185;185;Je ne bois pas suffisamment d'eau;Utilisation insuffisante d'eau
F186;186;Je ne bois pas suffisamment de liquides;Consommation limité de liquides
F187;187;Je ne fais pas d’échauffement avant le sport;Pas d'échauffement avant le sport
F188;188;Je ne fais pas suffisamment de sport;Manque de sport
F189;189;Je ne peux pas du tout écarter la hanche;Incapacité d'écarter la hanche
F190;190;Je ne peux pas marcher du tout;Apraxie ou Bradykinésie
F191;191;Je ne prends pas assez de vitamines;Carence alimentaire en vitamines
F192;192;Je perds du poids;Amaigrissement ou Peur de prise de poids
F193;193;Je porte des chaussures synthétiques;Utilisation de chaussures synthétiques
F194;194;Je porte des talons;Utilisations de talons
F195;195;Je pratique un sport violent;Pratique de sport violent
F196;196;Je prend des douches chaudes et/ou j'utilise beaucoup de savon;Utilisation de savon et de douches chaudes
F197;197;Je prends des antibiotiques;Prise de antibiotiques
F198;198;Je prends des diurétiques;Consommation de diurétiques
F199;199;Je prends des laxatifs;Prise de laxatifs
F200;200;Je prends des médicaments;Prise de médicaments
F201;201;Je prends des médicaments (corticoïdes, corticoïdes ou anticoagulants);Prise de médicaments (corticoïdes ou anticoagulants)
F202;202;Je prends des médicaments anti-inflammatoires non stéroïdiens (sulfamides, pénicillines, œstrogènes ...);Prise de médicaments anti-inflammatoires non stéroïdiens
F203;203;Je prends des médicaments contre la coagulation (héparine, warfarine ...);Prise de médicaments contre la coagulation
F204;204;Je prends des médicaments liées au thyroïde ou des contraceptifs;Médicaments contraceptifs ou liées au thyroïde
F205;205;Je prends des médicaments liés à l'humeur;Médicaments liés à l'humeur
F206;206;Je prends des médicaments liés à l'humeur ou l'acidité de l'estomac;Médicaments liés à l'humeur ou liés à l'estomac
F207;207;Je prends des suppositoires;Utilisation de suppositoires
F208;208;Je prends des traitements hormonaux;Traitements hormonaux
F209;209;Je prends la pilule;Pilule
F210;210;Je ressens une angoisse importante;Humeur dépressive, Anxiété ou Agitation
F211;211;Je ressens une décharge électrique dans la jambe;Décharge électrique
F212;212;Je ressens une douleur importante;Douleur importante
F213;213;Je ressens une fatigue intense;Asthénie
F214;214;Je saigne aux selles;Rectorragie ou Hémorragie digestive rouge
F215;215;Je saigne d'une manière importante;Ménorragies
F216;216;Je saigne depuis l'anus;Rectorragie
F217;217;Je saigne depuis plusieurs jours;Ménorragies
F218;218;Je souffre d'épilepsie;Épilepsie diagnostiquée
F219;219;Je souffre d'hypertension artérielle;Hypertension artérielle
F220;220;Je souffre d'une infection en cours;Infection en cours
F221;221;Je souffre d'une maladie cardiaque;Maladie cardiaque
F222;222;Je souffre d'une sinusite importante;Sinusite importante
F223;223;Je souffre de la maladie d'Alzheimer;Alzheimer diagnostiqué
F224;224;Je souffre de la maladie de Démence;Démence diagnostiquée
F225;225;Je souffre de myopathies (maladies de muscles);Myopathies
F226;226;Je sous diagnostiqué(e) schizophrène;Schizophrénie diagnostiquée
F227;227;Je suis angoissé(e) ou stressé(e);Humeur dépressive, Anxiété ou Agitation
F228;228;Je suis autiste;Autisme
F229;229;Je suis bloqué au dos;Blocage qu dos
F230;230;Je suis déshydraté(e);Déshydratation
F231;231;Je suis en ménopause;Ménopause
F232;232;Je suis exposé au travail à des substances toxiques;Exposition à des substances toxiques au travail
F233;233;Je suis exposé(e) au soleil, au froid ou aux rayons X ;Exposé(e) au soleil, au froid ou aux rayons X
F234;234;Je suis exposé(e) au vent ou l'humidité;Exposition au vent ou l'humidité
F235;235;Je suis exposé(e) aux lumières artificielles (ordinateur, télévision, etc.);Exposition aux lumières artificielles
F236;236;Je suis hypersensible;Hypersensibilité
F237;237;Je suis immobilisé(e);Immobilisation
F238;238;Je suis maigre ou je mange pas beaucoup;Maigreure ou perte d'appétit
F239;239;Je suis probablement enceinte;Perte d'appétit
F240;240;Je suis somnambule;Somnambulisme
F241;241;Je travail dans une endroit froid ou humide;Endroit de travail froid ou humide
F242;242;Je travail en position debout;Travail en position debout
F243;243;Je travail la nuit;Travail nocturne
F244;244;Je travail ou je vie dans une endroit chaud;Environnement de vie chaud
F245;245;Je tremble pour atrapper un objet;Troubles de la motricité
F246;246;Je vie dans un climat trop chaud ou trop froid;Climat de vie trop chaud/froid
F247;247;Je vis des conditions sociales difficiles;Problèmes à la sociabilisation
F248;248;Je vois des mouches volantes devant les yeux;Mouches devant les yeux
F249;249;La partie atteint de mon corps est de couleur claire;Blanchissement de la peau
F250;250;Le foyer familial est un environnement de stress et de disputes;Environnement familial stressant
F251;251;Ma famille a des antécédents dermatologiques;Antécédents dermatologiques
F252;252;Ma famille a un historique de cardiopathies;Antécédents familiaux de cardiopathies
F253;253;Ma langue est irritée (rouge ou blanche);Lange irrité
F254;254;Ma tension artérielle a baissée;Chute de la tension artérielle
F255;255;Ma voix a changée;Dysphonie ou Aphonie
F256;256;Ma vue a baissée;Vision floue,Baisse de vue ou Cécité
F257;257;Mes articulations sont fléchis;Articulations fléchis
F258;258;Mes articulations sont raides;Raideurs articulaires
F259;259;Mes dents ne sont pas alignées correctement;Dents pas alignées
F260;260;Mes jambes sont lourdes;Jambes lourdes
F261;261;Mes jambes tremblent;Jambes tremblantes
F262;262;Mes oreilles sont bouchées;Oreilles bouchées
F263;263;Mes yeux collent;Yeux collants
F264;264;Mes yeux me grattent;Démangeaison des yeux
F265;265;Mes yeux saqués;Yeux saqués
F266;266;Mes yeux sont rouges;Yeux rouges
F267;267;Mon appétit est limité;Perte d'appétit
F268;268;Mon audition a baissé récemment;Audition degradée récente
F269;269;Mon domicile a des champignons ou de l'humidité;Domicile humide ou infecté par des champignons
F270;270;Mon état physique est dégradé (fatigue, perte d'appétit, amaigrissement ...);Dégradation de l'état physique (fièvre, mal de tête)
F271;271;Mon lieu du travail ou à mon domicile est atteint de pollution;Domicile ou travail atteint de pollution
F272;272;Mon pharynx est rouge;Pharynx rouge
F273;273;Un autre membre de ma famille a un soucis similaire;Antécédents familiaux similaires
F274;274;Je suis agité(e);Agitation
F275;275;J'ai de la fièvre et j'allaite;Fièvre et allaitement
F276;276;Je ressens une faiblesse musculaire (hypotonie);Faiblesse musculaire
F277;277;Je saigne d'une manière importante, même très récemment;Saignement important
F278;278;J'ai du mal ou je ne peux pas manger du tout;Dysphagie ou Aphagie
F279;279;J'ai énormément de salive, même sans manger;Hypersalivation
F280;280;J'ai rien qui passe dans mon estomac, aliments ou gaz;Obstruction intestinale
F281;281;J'ai de l'hypothermie (moins de 35,2° C);Hypothermie
F282;282;J'ai de l'hypothermie sévère (moins de 32° C);Hypothermie extrême
F283;283;J'ai de la fièvre importante, au moins 40° C;Fièvre importante
F284;284;J'ai du mal à garder les yeux ouverts;Blépharospasme
F285;285;J'ai une parole lente;Ralentissement de la parole
F286;286;J'ai du mal à initier des mouvements;Limitation des mouvements
F287;287;Je me suis évanouis récemment;Perte de connaissance
F288;288;J'ai eu un choc(s) électrique(s) ressenti(s);Choc électrique
F289;289;J'ai mal et/ou je saigne;Douleur et/ou saignement
F290;290;J'ai des pertes vaginales blanchâtres;Leucorrhées
F291;291;Mon audition a baissée brusquement;Surdité brusque
F292;292;J'ai eu une douleur inhabituelle (premier épisode, brutale, intense… ou fièvre);Douleur inhabituelle
F293;293;J'ai mal à la tête ou des migraines habituelles;Céphalées habituelles
F294;294;J'ai mal à la tête d'une manière brutale;Céphalées brutales
F295;295;Ma vue a diminuée ou ma douleur apparue brutalement;Douleur ou Baisse de vue soubite
F296;296;J'ai reçu un coup par un objet avec une grande vitesse;Traumatisme par objet en grande vélocité
F297;297;J'ai reçu un coup par un objet avec une vitesse faible;Traumatisme par objet en vélocité faible
F298;298;L'objet a pénétré ma peau;Pénétration d'objet sous la peau
F299;299;J'ai une difficulté importante à respirer;Dyspnée sévère
F300;300;J'ai du mal à respirer;Dyspnée
F301;301;J'ai mal à l'estomac ou en général à l'abdomen;Douleurs abdominales
F302;302;J'ai du mal à sentir ou à bouger le membre affecté;Blocage ou paralysie du membre affecté
F303;303;J'ai ce symptôme depuis moins de 24h;Symptôme depuis 24h
F304;304;J'ai ce symptôme depuis plus de 24h;Symptôme moins de 24h
F305;305;J'ai un douleur qui ressemble au maux d'estomac, qui peut commencer de la mâchoire en allant jusqu'à l'ombilic;Douleurs gastriques
F306;306;J'ai ces symptômes depuis moins de 3h;Symptôme moins de 3h
F307;307;J'ai ces symptômes depuis plus de 3h;Symptôme depuis 3h
F308;308;J'ai ces symptômes depuis moins de 4 h 30;Symptôme depuis 4 h 30
F309;309;J'ai ces symptômes depuis plus de 4 h 30;Symptôme moins de 4 h 30
F310;310;J'ai des brûlures à l'estomac;Brûlures à l'estomac
F311;311;J'ai de la diarrhée;Diarrhée
F312;312;J'ai de la constipation;Constipation 
F313;313;Je constate du sang dans mes selles ou mes urines;Hémorragie digestive rouge ou Hématurie
F314;314;J'ai une toux sanglante;Toux sanglante
F315;315;J'ai un goût métallique (mauvais goût) dans la bouche;Dysgueusie
F316;316;J'ai mal;Douleur
F317;317;J'ai la sensation d'avoir toujours faim;Polyphagie ou Hyperphagie 
F318;318;Ma peau a une couleur bleuâtre;Ecchymoses sur la peau
F319;319;Je suis sujet contact VIH il y a moins de 48h;Contacte VIH moins de 48h
F320;320;Je me sens confus(e);Confusion mentale
F321;321;J'ai des pettits boutons rouges sur la peau;Boutons rouges sur la peau
F322;322;J'ai des hallucinations divers (du goût, de l'odorat ou visuelles);Hallucinations divers
F323;323;J'ai des tremblements;Frissons/Tremblements
F324;324;J'ai des convulsions;Troubles de la motricité/Convulsions
F325;325;Je délire;Délire
F326;326;Je suis violent;Violence
F327;327;Je suis en manque;En manque de stupéfiants/médicaments
F328;328;Les éruptions se propagent et changent;Propagation et évolutions des éruptions sur la peau
F329;329;J'ai été mordu par un serpent ou un scorpion;Morsure de serpent ou scorpion
F330;330;Les épisodes durent au moins 10 minutes;Épisodes de durées d'au moins 10 min
F331;331;J'ai de la dyspnée, surtout à la parole;Dyspnée à la parole
F332;332;Ma peau est attirée à l'intérieur au cours d'une inspiration difficile;Tirage inspiratoire
F333;333;J'ai une gêne respiratoire en position allongée;Orthopnée
F334;334;Je crache du sang, des fois en grande quantités ou en répétition;Hémoptysie (importante et en répétition)
F335;335;J'ai une brûlure douloureuse sur la peau;Brûlure (douloureuse) sur la peau
F336;336;Je suis frappé par la foudre;Frappé(e) par la foudre
F337;337;J'ai une brûlure douloureuse qui est étendu sur la main, le visage ou sur toute la peau;Brûlure généralisée (et douloureuse) sur la peau
F338;338;J'ai une plaie délabrante qui saigne activement;Plaie saignante activement
F339;339;J'ai perdu plus que 10% de mon poids;Amaigrissement de plus de 10%
F340;340;J'ai une respiration sifflante, sans avoir de la dyspnée;Expiration sifflante
F341;341;J'ai des épisodes récurrents ou qui sont produit récemment;Épisodes récents ou récurrents
F342;342;J'ai un épisode, mais qui n'est plus reproduit jusqu'à maintenant;Episode isolé
F343;343;Mes selles sont décolorées;Selles sont décolorées
F344;344;J'ai ces symptômes depuis moins de 24 mois;Symptôme moins de 24h
F345;345;J'ai une brûlure douloureuse sur la peau, qui est peu étendue;Brûlure limitée sur la peau
F346;346;J'ai du sang visible dans mon vomis;Hémorragie digestive rouge
F347;347;Le corps étrangé est tranchant et pointu;Corps étrangé, tranchant et pointu
F348;348;Je vomissements en grandes quantités;Vomissements abondants
F349;349;J'ai de la diarrhée en grandes quantités;Diarrhées abondantes
F350;350;J'ai un hoquet incessant qui dure plus que 12h;Hoquets incessants depuis 24h
F351;351;J'ai une cardiopathie diagnostiquée à la naissance;Cardiopathie à la naissance
F352;352;J'ai souffre d'une maladie cardiovasculaire;Maladie cardiovasculaire
F353;353;J'ai eu une crise cardiaque récemment;Crise cardiaque récente
F354;354;Je constate une inflammation importante (rougeurs, boutons, etc.), sur la région touchée;Inflammation importante sur la région touchée
F355;355;Je constate une inflammation limitée, sur la région touchée;Inflammation limité sur la région touchée
F356;356;Je constate une mastite ou un abcès à ma poitrine;Mastite ou abcès à la poitrine
F357;357;Je suis exposé(e) à un risque vital de contagion (méningite, Ebola...);Exposition en risque vitale (méningite, Ebola)
F358;358;J'ai des tremblements;Frissons/Tremblements
F359;359;J'ai des sueurs;Sueurs
F360;360;Mes pouls ont accélérés;Pouls élevées
F361;361;J'ai ce symptôme depuis moins de 12h;Symptôme moins de 12h
F362;362;J'ai des épisodes souvent, mais qui s'arrêtent rapidement;Épisodes récurrents et rapides
F363;363;J'ai une inflammation importante du nez;Inflammation importante du nez
F364;364;Ma douleur résiste aux antalgiques;Douleur résistante aux antalgiques
F365;365;Je constate à la région touchée, une abcès volumineux;Abcès volumineux au toucher
F366;366;J'ai plusieurs corps étrangers (ou complexes) sous la peau;Corps étrangers ou complexes sous la peau
F367;367;Je n'ai pas de difficultés à respirer;Dyspnée
F368;368;J'ai des courbatures;Douleurs musculaires/courbatures
F369;369;Je constate une perte partielle des fonctions du membre affecté;Perte partielle des fonctions du membre
F370;370;Je constate une perte totale des fonctions du membre affecté;Perte totale des fonctions du membre
F371;371;Je constate une petite déformation du membre affecté;Petite déformation du membre
F372;372;Je constate une déformation importante du membre affecté;Déformation importante du membre
F373;373;J'ai été électrocuté par une haute tension;Électrocuté par haute tension
F374;374;Le contacte pendant l'électrocution a duré beaucoup de temps;Électrocution non-rapide
F375;375;J'ai perdu connaissance juste avant ou juste après le traumatisme;Perte de connaissance (avant ou après traumatisme)
F376;376;J'ai une plaie(s) qui est large ou complexe ;Plaie importante ou complexe
F377;377;J'ai une plaie(s) ou hématome (bleu) apparent;Plaie ou ecchymoses
F378;378;J'ai un plaie(s) superficielle(s), hormis la main;Plaie superficielle (hormis la main)
F379;379;Ma nuque est raide;Raideur de la nuque
F380;380;J'ai des spasmes musculaires;Contraction des muscles/Spasmes
F381;381;J'ai des sifflements dans les oreilles;Acouphènes
F382;382;Je ressens une fatigue chronique;Asthénie chronique
F383;383;J'ai des œdèmes chroniques aux membres inférieurs ;Oedèmes chroniques aux membres inférieurs 
F384;384;J'ai été électrocuté à ma maison;Électrocution à la maison
F385;385;J'ai un peu de douleur ou pas du tout;Douleur limité ou manquante
F386;386;J'ai suis exposé(e) depuis plus de 48h;Exposition depuis 48h
F387;387;J'ai aucune perte des fonctions ni de déformations, au membre affecté;Aucune perte des fonctions ni de déformations
F388;388;J'ai une plaie(s) qui est superficielle;Plaie superficielle
QC2;Êtes-vous dans l’impossibilité de vous alimenter ou de boire DEPUIS 24 HEURES OU PLUS ?;Alimentation limitée pour 24 ou plus
QC3;Dans les dernières 24 heures, avez-vous noté un manque de souffle INHABITUEL lorsque vous parlez ou faites un petit effort ?;Essouflement à l'éffort
QC4bis;Pensez-vous avoir eu de la fièvre ces derniers jours (frissons, sueurs) ?;Fièvre + frissons/sueurs
QC4;Quelle a été votre température la plus élevée ces dernières 48h ?;Temperature élévée
QC5bis;Avez-vous une toux ou votre toux habituelle s’est-elle modifiée ces derniers jours ?;Toux inhabituelle
QC5;Avez-vous une toux ou votre toux habituelle s’est-elle modifiée ces derniers jours ?;Toux inhabituelle
QC6;Avez-vous une fatigue inhabituelle ces derniers jours ?;Fatigue inhabituelle
QC7;Cette fatigue vous oblige-t-elle à vous reposer plus de la moitié de la journée ?;Besoin de repos suite fatigue
QC8;Avez-vous noté une perte ou une forte diminution de votre goût ou de votre odorat ces derniers jours ?;Perte du goût/odorat
QC9;"Avez-vous un mal de gorge ou des douleurs musculaires ou des courbatures inhabituelles ou des maux de tête inhabituels ces derniers jours ?";Symptômes grippaux diveres (douleurs musculaires, courbatures)
QC10;Avez des maux de tête qui ne disparaissent pas après la prise de médicaments anti-douleurs (dont paracétamol) ?;Resistance de la douleu aux médicaments
QC11;Est ce que vous décriviiez ces douleurs comme intolérables ?;Douleurs intolérables
QC12;Avez-vous de la diarrhée ces dernières 24 heures (au moins 3 selles molles) ?;Diarrhéé ou selles molles
QC13;Cochez les éléments de cette liste qui correspondent à votre situation :;Présence de pathologie chronique à risque
QC14;Êtes-vous enceinte au 3ème trimestre de votre grossesse ?;Grossesse en cours (>= 3eme trimeste)
QC15;Avez-vous des antécédents de maladie cardiovasculaire : hypertension artérielle compliquée (avec complications cardiaques, rénales), accident vasculaire cérébral, maladie coronaire (infarctus), chirurgie cardiaque, insuffisance cardiaque avec essoufflement au moindre effort ?;Présence d'antécédents à risque
QC16;Avez-vous une immunodépression, par exemple : médicamenteuse (chimiothérapie anti cancéreuse, traitement immunosuppresseur, biothérapie et/ou corticothérapie à dose immunosuppressive depuis plus de 15 jours) --- infection à VIH non contrôlée ou avec des CD4 <200/mm3 --- consécutive à une greffe d'organe solide ou de cellules souches hématopoïétiques --- liée à une hémopathie maligne en cours de traitement ?;Immunodépression
QC17;Code postal de votre résidence actuelle;Code postale
QC18;Indiquez votre poids et votre taille;Poids + taille
